OSD,pv,3
0,1.08263e+11
1,2.34238e+11
2,1.81961e+11
3,1.1351e+11
4,1.45771e+11
5,7.52956e+10
6,1.26762e+11
7,2.00395e+11
8,9.12189e+10
9,1.30145e+11
10,1.97285e+11
11,9.69897e+10
12,1.34153e+11
13,6.20999e+10
14,4.45078e+10
15,1.18197e+11
16,1.51509e+11
17,2.28812e+11
18,1.14172e+11
19,1.16439e+11
20,7.68623e+10
21,1.54795e+11
22,1.67949e+11
23,1.5597e+11
24,1.81294e+11
25,1.27407e+11
26,7.59379e+10
27,1.03602e+11
28,1.93185e+11
29,2.23747e+11
30,8.34843e+10
31,8.72946e+10
32,6.95019e+10
33,1.78679e+11
34,1.59541e+11
35,1.07417e+11
36,1.39218e+11
37,2.21686e+11
38,1.37446e+11
39,1.9345e+11
40,1.16774e+11
41,2.15633e+11
42,1.45252e+11
43,2.3074e+10
44,9.18303e+10
45,8.51725e+10
46,1.37554e+11
47,1.25808e+11
48,2.71234e+11
49,9.15485e+10
50,1.43571e+11
51,8.61794e+10
52,6.76245e+10
53,1.58258e+11
54,1.16579e+11
55,1.59077e+11
56,8.76628e+10
57,8.9546e+10
58,1.23139e+11
59,1.22506e+11
60,1.93716e+11
61,6.6258e+10
62,2.01878e+11
63,1.63564e+11
64,1.42109e+11
65,2.43748e+11
66,1.16274e+11
67,9.59835e+10
68,1.00801e+11
69,1.58488e+11
70,2.19132e+11
71,2.64989e+11
72,5.95148e+10
73,1.0463e+11
74,3.41289e+10
75,1.41303e+11
76,2.53099e+10
77,1.21307e+11
78,1.48399e+11
79,8.5831e+10
80,8.24935e+10
81,2.16211e+10
82,2.99552e+11
83,1.78565e+11
84,6.61394e+10
85,1.22526e+11
86,1.28085e+11
87,1.35793e+11
88,1.9195e+11
89,1.46745e+11
90,1.78109e+11
91,1.60428e+11
92,1.78422e+11
93,8.25423e+10
94,2.06341e+11
95,5.86721e+10
96,1.69735e+11
97,1.99501e+11
98,1.36414e+11
99,1.01147e+11
100,1.00198e+11
101,5.506e+10
102,1.14111e+11
103,1.91403e+11
104,1.18488e+11
105,2.42171e+11
106,1.78983e+11
107,9.82101e+10
108,2.80078e+11
109,1.8217e+11
110,1.63159e+11
111,2.44879e+11
112,1.87508e+11
113,2.1155e+11
114,2.10788e+11
115,6.19404e+10
116,1.67849e+11
117,8.32401e+10
118,2.0879e+11
119,8.15024e+10
120,2.6669e+11
121,1.71996e+11
122,1.13152e+11
123,9.04167e+10
124,7.86143e+10
125,1.62472e+11
126,1.50531e+11
127,1.04821e+11
total OSD: 128 hot OSD: 128
