Input, OSD0, OSD1, OSD2
6313,109,37,55
6314,33,113,127
6315,41,78,127
6316,67,32,100
6317,30,69,11
6318,103,15,49
6319,44,91,86
6320,92,16,70
6321,64,8,42
6322,0,72,33
6323,21,116,9
6324,113,65,54
6325,62,73,66
6326,48,26,118
6327,125,79,7
6328,0,117,19
6329,26,93,50
6330,111,101,112
6331,7,54,62
6332,42,33,51
6333,71,120,1
6334,67,40,5
6335,88,31,60
6336,125,83,63
6337,78,53,17
6338,127,84,43
6339,113,70,102
6340,1,107,85
6341,117,93,27
6342,24,23,101
6343,17,84,124
6344,53,41,12
6345,4,83,63
6346,112,30,42
6347,28,97,49
6348,93,46,59
6349,66,22,113
6350,84,0,77
6351,110,36,123
6352,103,76,85
6353,17,42,109
6354,28,98,114
6355,79,70,63
6356,123,51,24
6357,2,71,36
6358,93,45,39
6359,78,22,123
6360,45,39,14
6361,33,83,61
6362,113,122,90
6363,28,33,87
6364,30,83,76
6365,4,26,107
6366,52,124,115
6367,27,13,21
6368,89,54,29
6369,41,121,50
6370,43,61,3
6371,89,14,32
6372,115,89,109
6373,69,81,15
6374,53,58,90
6375,52,41,73
6376,75,126,30
6377,32,28,82
6378,67,8,47
6379,61,19,4
6380,119,86,17
6381,40,36,52
6382,57,0,27
6383,71,81,74
6384,86,123,101
6385,25,38,59
6386,16,47,116
6387,47,38,125
6388,69,21,113
6389,47,16,70
6390,106,42,95
6391,4,62,32
6392,88,66,12
6393,115,73,15
6394,52,122,21
6395,90,41,30
6396,21,113,2
6397,112,41,35
6398,67,111,18
6399,103,109,30
6400,17,48,4
6401,2,33,71
6402,18,30,62
6403,45,2,54
6404,118,31,100
6405,121,57,39
6406,106,31,18
6407,113,109,120
6408,106,7,29
6409,5,25,102
6410,73,62,5
6411,127,48,118
6412,114,101,15
6413,75,84,2
6414,6,112,21
6415,15,119,17
6416,59,35,5
6417,6,84,108
6418,4,117,24
6419,104,113,21
6420,69,122,58
6421,119,57,29
6422,25,13,71
6423,41,107,80
6424,57,70,50
6425,9,7,40
6426,18,125,117
6427,78,85,98
6428,97,44,55
6429,88,41,113
6430,114,95,122
6431,26,62,119
6432,22,12,43
6433,58,6,18
6434,65,14,102
6435,44,18,12
6436,89,106,22
6437,96,38,94
6438,123,74,98
6439,58,34,104
6440,31,55,112
6441,60,96,55
6442,78,98,124
6443,105,122,10
6444,33,21,45
6445,94,0,50
6446,54,94,85
6447,47,16,90
6448,24,81,94
6449,125,85,99
6450,97,7,112
6451,44,33,96
6452,71,90,8
6453,45,35,62
6454,45,62,19
6455,5,38,59
6456,90,44,21
6457,127,107,67
6458,84,122,116
6459,112,44,14
6460,120,15,94
6461,48,62,123
6462,98,46,80
6463,33,25,104
6464,28,92,45
6465,91,19,27
6466,51,29,104
6467,43,108,18
6468,53,42,69
6469,110,77,17
6470,72,45,106
6471,89,13,80
6472,21,14,83
6473,48,40,80
6474,43,60,33
6475,10,90,79
6476,11,34,0
6477,38,1,20
6478,51,4,108
6479,120,11,32
6480,21,78,65
6481,4,50,123
6482,98,3,47
6483,70,11,119
6484,8,76,66
6485,44,94,76
6486,15,19,99
6487,4,115,76
6488,35,25,6
6489,2,108,87
6490,121,101,114
6491,41,33,117
6492,112,120,101
6493,127,101,87
6494,42,9,93
6495,4,42,39
6496,110,103,41
6497,91,32,123
6498,55,61,45
6499,18,76,46
6500,106,124,87
6501,2,31,37
6502,27,16,73
6503,74,64,115
6504,50,57,74
6505,55,115,63
6506,58,22,12
6507,13,6,45
6508,92,19,8
6509,92,42,100
6510,123,114,91
6511,99,31,46
6512,94,8,38
6513,74,36,17
6514,102,115,40
6515,104,19,33
6516,20,66,123
6517,42,117,59
6518,54,5,62
6519,65,127,18
6520,10,30,91
6521,32,69,123
6522,88,45,17
6523,71,50,42
6524,8,24,20
6525,42,116,96
6526,39,99,121
6527,117,82,124
6528,21,96,7
6529,76,101,81
6530,42,95,74
6531,44,53,61
6532,117,11,81
6533,45,102,70
6534,4,17,35
6535,26,84,34
6536,120,28,76
6537,127,32,67
6538,13,1,116
6539,59,11,102
6540,37,15,78
6541,60,22,34
6542,126,98,45
6543,28,94,109
6544,118,36,17
6545,17,89,11
6546,16,60,89
6547,45,124,99
6548,102,116,32
6549,98,37,65
6550,9,41,32
6551,83,15,19
6552,40,48,68
6553,25,8,93
6554,120,1,38
6555,44,109,70
6556,87,102,55
6557,14,111,81
6558,9,100,108
6559,36,23,51
6560,11,23,106
6561,57,17,42
6562,113,120,52
6563,111,63,51
6564,26,33,126
6565,95,122,116
6566,124,81,71
6567,104,11,79
6568,87,104,74
6569,40,20,30
6570,10,117,7
6571,30,49,102
6572,38,48,23
6573,83,63,88
6574,47,102,90
6575,113,38,68
6576,70,31,83
6577,9,31,61
6578,3,17,84
6579,107,71,72
6580,29,56,19
6581,1,23,24
6582,69,0,32
6583,120,107,19
6584,119,126,61
6585,109,76,81
6586,12,18,62
6587,45,1,91
6588,0,46,95
6589,110,19,9
6590,40,96,119
6591,113,110,64
6592,29,94,70
6593,1,126,84
6594,79,61,4
6595,21,47,125
6596,71,32,84
6597,5,50,123
6598,105,11,28
6599,8,27,23
6600,116,61,16
6601,126,116,106
6602,44,65,90
6603,12,27,43
6604,24,5,54
6605,81,52,61
6606,3,123,9
6607,28,48,82
6608,32,75,45
6609,6,73,8
6610,77,45,91
6611,121,101,43
6612,71,74,114
6613,69,95,27
6614,7,13,79
6615,47,87,101
6616,119,6,107
6617,3,70,22
6618,29,6,119
6619,75,115,44
6620,56,110,122
6621,27,97,23
6622,47,32,25
6623,47,30,52
6624,29,17,6
6625,31,77,48
6626,52,11,126
6627,28,97,81
6628,38,17,57
6629,7,123,37
6630,30,34,120
6631,59,48,26
6632,66,43,84
6633,113,69,75
6634,106,121,89
6635,74,27,61
6636,101,37,63
6637,11,25,7
6638,63,119,45
6639,32,42,55
6640,123,93,2
6641,72,56,51
6642,123,55,76
6643,123,48,2
6644,64,17,3
6645,102,50,71
6646,19,105,34
6647,70,15,108
6648,64,42,18
6649,119,23,26
6650,65,0,98
6651,48,40,28
6652,77,6,126
6653,113,45,77
6654,107,42,85
6655,3,99,116
6656,69,100,59
6657,110,87,72
6658,112,109,2
6659,119,9,24
6660,12,99,47
6661,110,60,4
6662,85,110,91
6663,6,14,99
6664,72,68,84
6665,41,122,34
6666,127,62,42
6667,45,29,16
6668,44,24,111
6669,61,111,53
6670,1,107,127
6671,73,117,60
6672,75,18,39
6673,109,98,10
6674,74,104,82
6675,88,57,53
6676,114,51,72
6677,126,96,26
6678,1,11,25
6679,99,67,113
6680,67,48,38
6681,5,114,87
6682,49,10,108
6683,14,120,0
6684,28,69,118
6685,37,19,106
6686,24,23,3
6687,103,118,27
6688,108,49,84
6689,27,62,54
6690,36,65,89
6691,21,43,14
6692,74,28,90
6693,59,45,105
6694,50,122,28
6695,127,37,93
6696,6,11,43
6697,57,42,92
6698,29,117,59
6699,55,58,67
6700,99,119,4
6701,60,127,78
6702,57,101,2
6703,22,74,11
6704,117,17,124
6705,21,26,36
6706,55,66,25
6707,87,8,71
6708,31,64,117
6709,38,40,6
6710,102,122,50
6711,63,1,8
6712,56,49,9
6713,83,127,36
6714,46,66,119
6715,3,112,52
6716,19,56,38
6717,23,120,87
6718,4,81,76
6719,11,94,16
6720,126,32,90
6721,66,59,120
6722,105,23,112
6723,12,30,119
6724,3,58,23
6725,45,109,80
6726,88,103,25
6727,70,111,100
6728,8,86,35
6729,31,15,52
6730,74,71,44
6731,107,100,32
6732,85,75,28
6733,13,110,19
6734,5,122,109
6735,9,82,89
6736,36,1,82
6737,0,95,111
6738,119,61,42
6739,104,77,29
6740,119,66,30
6741,13,2,82
6742,36,46,124
6743,126,80,5
6744,61,29,115
6745,65,100,110
6746,49,14,18
6747,127,54,36
6748,70,86,74
6749,22,13,58
6750,21,113,63
6751,68,80,103
6752,59,18,43
6753,73,96,17
6754,35,116,9
6755,30,71,91
6756,3,68,63
6757,82,16,75
6758,20,47,32
6759,99,23,74
6760,19,109,100
6761,107,97,76
6762,95,22,49
6763,85,2,106
6764,19,115,26
6765,23,39,72
6766,64,102,78
6767,20,114,94
6768,65,124,18
6769,75,81,35
6770,44,85,78
6771,74,15,25
6772,116,87,41
6773,16,50,86
6774,51,47,36
6775,114,67,30
6776,119,14,120
6777,103,21,25
6778,102,51,87
6779,56,29,87
6780,108,101,55
6781,72,116,8
6782,8,23,88
6783,96,41,127
6784,42,63,125
6785,47,119,34
6786,98,63,76
6787,121,91,112
6788,117,107,121
6789,38,4,24
6790,45,11,61
6791,88,80,103
6792,87,97,23
6793,60,122,68
6794,80,94,28
6795,34,85,109
6796,106,117,32
6797,69,42,108
6798,115,1,75
6799,98,30,71
6800,54,30,2
6801,104,50,97
6802,79,97,59
6803,59,21,98
6804,79,110,70
6805,115,5,25
6806,15,59,82
6807,93,101,80
6808,19,56,95
6809,108,20,12
6810,108,59,125
6811,39,19,90
6812,116,79,89
6813,36,16,52
6814,94,59,38
6815,72,63,124
6816,2,64,13
6817,80,90,73
6818,114,123,6
6819,50,40,122
6820,37,100,17
6821,118,25,58
6822,96,95,49
6823,4,87,59
6824,4,87,71
6825,63,108,89
6826,20,35,60
6827,106,125,54
6828,13,58,29
6829,10,34,65
6830,103,108,44
6831,111,24,23
6832,121,117,35
6833,15,44,80
6834,25,11,104
6835,61,116,95
6836,75,87,65
6837,71,110,23
6838,69,100,94
6839,12,127,100
6840,105,46,98
6841,62,36,79
6842,20,5,29
6843,75,67,46
6844,78,18,54
6845,24,111,10
6846,50,126,77
6847,14,103,104
6848,126,57,67
6849,118,9,16
6850,27,102,37
6851,82,20,38
6852,19,29,118
6853,63,55,40
6854,93,107,114
6855,37,28,100
6856,78,15,47
6857,41,79,66
6858,49,39,62
6859,120,44,6
6860,88,69,47
6861,25,49,109
6862,114,68,72
6863,63,30,10
6864,62,82,79
6865,44,13,95
6866,57,16,75
6867,117,50,84
6868,88,32,73
6869,107,39,61
6870,112,57,28
6871,79,86,91
6872,55,1,26
6873,35,56,51
6874,40,55,89
6875,105,10,43
6876,78,22,118
6877,69,38,82
6878,73,95,39
6879,75,54,94
6880,85,21,126
6881,61,95,77
6882,113,97,42
6883,15,104,123
6884,65,63,73
6885,102,70,104
6886,73,65,60
6887,120,112,24
6888,53,8,92
6889,74,46,29
6890,59,107,36
6891,96,32,117
6892,112,107,71
6893,94,68,84
6894,14,30,95
6895,16,108,73
6896,65,19,14
6897,87,29,51
6898,44,70,56
6899,37,69,29
6900,46,89,120
6901,9,56,25
6902,106,69,52
6903,50,87,93
6904,99,50,104
6905,52,127,25
6906,77,7,105
6907,27,4,12
6908,16,3,27
6909,78,81,126
6910,41,68,37
6911,64,83,89
6912,55,71,17
6913,3,107,15
6914,117,67,80
6915,37,45,58
6916,81,72,52
6917,36,1,41
6918,57,54,16
6919,115,120,82
6920,29,16,44
6921,13,40,93
6922,3,35,72
6923,94,104,48
6924,19,76,110
6925,57,90,75
6926,98,75,94
6927,24,59,118
6928,63,76,106
6929,4,67,12
6930,102,81,9
6931,19,5,28
6932,106,64,99
6933,6,76,118
6934,92,28,54
6935,82,21,14
6936,102,71,37
6937,112,60,124
6938,94,36,42
6939,123,98,1
6940,41,106,48
6941,113,101,45
6942,58,27,3
6943,69,75,85
6944,125,96,108
6945,118,61,2
6946,36,86,4
6947,117,8,80
6948,44,63,76
6949,64,43,32
6950,38,51,12
6951,119,3,46
6952,0,99,12
6953,6,23,104
6954,37,56,100
6955,20,57,85
6956,18,69,59
6957,92,45,77
6958,2,71,47
6959,28,68,118
6960,87,40,55
6961,42,125,3
6962,87,92,51
6963,81,126,79
6964,29,121,86
6965,9,4,113
6966,71,57,11
6967,37,57,82
6968,69,111,13
6969,12,4,101
6970,105,32,112
6971,4,111,74
6972,115,53,98
6973,99,38,49
6974,31,59,34
6975,34,65,2
6976,50,66,102
6977,115,21,56
6978,89,47,77
6979,11,29,79
6980,72,0,100
6981,18,127,61
6982,54,29,5
6983,39,7,24
6984,38,55,18
6985,28,100,73
6986,24,23,77
6987,99,45,63
6988,82,71,105
6989,73,81,127
6990,81,4,101
6991,58,27,47
6992,102,9,28
6993,5,57,27
6994,16,32,58
6995,19,31,113
6996,29,20,15
6997,0,33,10
6998,22,78,127
6999,25,117,110
7000,86,5,105
7001,27,95,102
7002,112,78,48
7003,48,98,82
7004,18,114,1
7005,51,37,18
7006,126,24,101
7007,77,57,53
7008,49,21,4
7009,38,45,120
7010,109,121,98
7011,90,64,27
7012,18,13,101
7013,42,67,79
7014,115,122,90
7015,108,55,101
7016,37,91,1
7017,116,100,93
7018,8,118,98
7019,57,102,47
7020,75,30,81
7021,26,36,52
7022,72,38,99
7023,42,88,29
7024,102,67,13
7025,91,52,66
7026,87,43,19
7027,78,33,86
7028,37,52,3
7029,1,15,25
7030,46,6,13
7031,16,0,35
7032,35,43,123
7033,31,127,43
7034,60,51,97
7035,58,98,83
7036,97,88,78
7037,94,27,21
7038,112,19,73
7039,47,37,63
7040,124,95,45
7041,107,38,69
7042,40,93,101
7043,81,89,5
7044,24,75,92
7045,119,62,102
7046,109,41,60
7047,53,66,8
7048,20,24,41
7049,61,66,83
7050,7,93,85
7051,84,93,75
7052,47,59,30
7053,59,26,13
7054,76,52,101
7055,2,67,42
7056,33,95,42
7057,49,3,76
7058,112,11,97
7059,1,73,118
7060,106,120,67
7061,34,78,121
7062,31,11,90
7063,86,116,45
7064,40,60,115
7065,12,65,3
7066,50,79,105
7067,105,103,40
7068,47,52,5
7069,83,92,78
7070,40,117,72
7071,66,50,40
7072,51,86,98
7073,35,6,90
7074,46,54,61
7075,40,21,50
7076,59,110,93
7077,102,6,29
7078,104,73,112
7079,7,110,27
7080,87,52,32
7081,52,34,22
7082,97,127,115
7083,15,29,44
7084,122,102,107
7085,26,16,10
7086,76,1,37
7087,35,76,40
7088,81,108,11
7089,123,24,42
7090,21,94,108
7091,45,85,69
7092,105,3,113
7093,82,112,23
7094,108,12,125
7095,95,32,75
7096,82,97,107
7097,108,58,44
7098,88,65,32
7099,40,48,57
7100,43,63,87
7101,37,40,2
7102,55,122,94
7103,119,93,121
7104,74,107,92
7105,87,92,126
7106,99,38,31
7107,103,72,50
7108,115,14,22
7109,95,67,124
7110,100,108,74
7111,4,28,87
7112,66,23,126
7113,41,24,6
7114,40,101,51
7115,29,41,114
7116,119,8,92
7117,52,80,123
7118,72,15,26
7119,111,7,25
7120,112,26,85
7121,97,77,11
7122,94,78,67
7123,90,98,104
7124,10,52,33
7125,28,50,34
7126,23,46,103
7127,90,126,47
7128,33,59,48
7129,71,95,34
7130,62,98,109
7131,56,38,114
7132,84,94,57
7133,2,125,66
7134,101,17,121
7135,108,124,75
7136,96,94,87
7137,106,119,60
7138,67,73,82
7139,14,23,108
7140,75,18,35
7141,118,28,9
7142,77,90,47
7143,2,100,31
7144,40,94,74
7145,62,31,19
7146,125,57,33
7147,4,27,88
7148,39,58,44
7149,115,0,122
7150,5,56,93
7151,116,122,26
7152,40,125,59
7153,22,102,74
7154,26,57,93
7155,126,15,48
7156,1,22,85
7157,117,94,37
7158,99,62,40
7159,122,73,63
7160,22,85,112
7161,66,88,115
7162,56,107,49
7163,55,81,16
7164,12,102,61
7165,67,32,89
7166,62,98,19
7167,21,35,12
7168,101,121,12
7169,11,4,32
7170,107,78,98
7171,67,77,88
7172,123,97,66
7173,71,63,4
7174,81,123,58
7175,13,69,44
7176,92,113,18
7177,119,69,126
7178,15,111,64
7179,103,6,43
7180,79,90,68
7181,20,87,60
7182,32,29,3
7183,9,77,35
7184,99,121,75
7185,114,77,10
7186,40,96,63
7187,115,27,6
7188,119,35,48
7189,36,99,57
7190,93,53,38
7191,98,69,20
7192,120,102,48
7193,115,54,93
7194,74,20,64
7195,42,91,81
7196,66,29,86
7197,80,89,43
7198,89,22,79
7199,53,24,4
7200,22,15,116
7201,116,127,58
7202,32,20,72
7203,78,41,7
7204,10,108,92
7205,21,26,54
7206,125,117,90
7207,34,98,49
7208,43,55,33
7209,123,69,43
7210,66,2,9
7211,14,20,4
7212,83,93,4
7213,63,74,111
7214,28,21,4
7215,69,5,18
7216,104,83,96
7217,12,116,98
7218,58,55,47
7219,16,27,75
7220,58,99,82
7221,89,55,17
7222,12,83,23
7223,24,123,78
7224,60,36,112
7225,85,71,118
7226,73,65,102
7227,96,78,29
7228,119,62,4
7229,121,19,102
7230,98,104,116
7231,36,83,60
7232,32,87,113
7233,34,114,61
7234,19,86,7
7235,13,106,53
7236,64,98,115
7237,84,26,69
7238,89,28,19
7239,72,71,84
7240,25,59,12
7241,44,68,27
7242,0,95,10
7243,74,41,106
7244,48,105,18
7245,92,17,8
7246,12,25,7
7247,76,101,3
7248,72,126,101
7249,81,64,51
7250,38,112,74
7251,64,44,122
7252,116,107,101
7253,35,13,83
7254,10,27,119
7255,99,47,92
7256,7,122,79
7257,110,30,36
7258,103,25,113
7259,29,41,70
7260,87,94,12
7261,35,19,10
7262,112,40,67
7263,120,55,60
7264,26,96,19
7265,20,65,114
7266,8,109,83
7267,126,70,0
7268,7,95,109
7269,119,8,29
7270,9,20,106
7271,54,61,9
7272,90,81,29
7273,69,94,38
7274,90,82,48
7275,39,58,47
7276,8,16,24
7277,32,48,92
7278,126,51,119
7279,78,2,26
7280,17,5,106
7281,31,97,55
7282,81,10,17
7283,84,47,28
7284,45,73,9
7285,125,0,105
7286,57,55,110
7287,21,64,122
7288,73,85,17
7289,47,49,16
7290,84,121,66
7291,47,96,59
7292,61,37,26
7293,94,73,68
7294,42,20,36
7295,9,98,35
7296,110,31,123
7297,66,77,7
7298,68,97,112
7299,29,39,11
7300,11,29,37
7301,35,11,25
7302,106,5,49
7303,96,37,10
7304,0,11,49
7305,102,112,62
7306,74,1,109
7307,113,59,96
7308,80,58,102
7309,4,51,107
7310,95,52,36
7311,78,85,0
7312,78,1,31
7313,64,14,83
7314,18,6,116
7315,70,14,40
7316,72,106,92
7317,36,2,12
7318,61,68,74
7319,127,39,108
7320,62,0,35
7321,33,42,50
7322,99,114,122
7323,86,5,96
7324,16,35,5
7325,45,29,53
7326,98,116,20
7327,120,89,56
7328,54,92,124
7329,0,57,18
7330,19,103,27
7331,22,94,114
7332,49,24,45
7333,60,110,39
7334,70,101,48
7335,124,56,51
7336,123,97,70
7337,115,2,32
7338,12,115,98
7339,94,78,9
7340,43,107,15
7341,65,5,38
7342,12,120,22
7343,4,79,107
7344,34,1,17
7345,6,51,60
7346,116,42,57
7347,78,81,92
7348,38,58,73
7349,80,14,120
7350,81,116,92
7351,40,78,36
7352,48,36,12
7353,37,71,56
7354,33,15,53
7355,114,32,124
7356,78,66,101
7357,110,99,124
7358,106,113,103
7359,32,49,41
7360,96,13,45
7361,114,24,7
7362,50,127,73
7363,55,26,91
7364,7,11,32
7365,6,98,47
7366,122,66,19
7367,124,68,54
7368,86,47,62
7369,111,40,64
7370,31,50,117
7371,68,41,26
7372,14,103,39
7373,102,39,47
7374,81,105,48
7375,0,8,77
7376,76,57,7
7377,45,39,100
7378,109,13,122
7379,97,85,124
7380,96,53,9
7381,95,96,24
7382,3,60,92
7383,27,101,66
7384,71,87,123
7385,26,36,100
7386,46,0,55
7387,103,51,11
7388,95,108,120
7389,16,72,82
7390,93,99,12
7391,94,78,39
7392,25,103,54
7393,55,71,120
7394,115,73,38
7395,17,106,45
7396,107,40,76
7397,108,60,124
7398,44,70,24
7399,5,58,127
7400,42,93,126
7401,9,36,61
7402,120,11,2
7403,80,33,21
7404,106,5,92
7405,25,121,98
7406,54,69,91
7407,50,43,31
7408,89,47,84
7409,110,14,18
7410,26,79,46
7411,104,120,103
7412,94,36,85
7413,114,73,38
7414,110,45,72
7415,99,81,72
7416,103,2,31
7417,0,69,8
7418,20,3,123
7419,121,101,79
7420,63,24,5
7421,53,126,115
7422,72,95,34
7423,73,25,57
7424,19,85,46
7425,82,54,67
7426,97,19,71
7427,45,68,82
7428,35,75,124
7429,113,18,90
7430,16,99,14
7431,86,53,90
7432,107,96,70
7433,70,27,54
7434,77,67,88
7435,11,85,31
7436,42,68,55
7437,5,12,110
7438,61,11,70
7439,95,58,9
7440,81,67,48
7441,27,4,73
7442,121,5,77
7443,77,16,57
7444,36,62,117
7445,83,15,103
7446,29,121,7
7447,118,57,41
7448,118,108,30
7449,14,52,47
7450,31,83,43
7451,32,61,79
7452,13,123,74
7453,52,69,45
7454,41,65,81
7455,52,43,60
7456,93,51,38
7457,101,107,64
7458,41,98,117
7459,26,64,43
7460,101,78,117
7461,127,93,4
7462,21,36,88
7463,118,68,121
7464,107,39,6
7465,68,45,33
7466,117,48,85
7467,96,70,90
7468,106,35,68
7469,113,39,7
7470,5,14,85
7471,22,46,120
7472,26,90,70
7473,28,96,12
7474,95,83,19
7475,12,102,37
7476,19,127,72
7477,96,39,107
7478,119,32,75
7479,0,123,91
7480,52,62,8
7481,117,17,36
7482,82,121,13
7483,105,68,91
7484,65,127,9
7485,77,22,1
7486,0,64,31
7487,115,102,54
7488,55,92,5
7489,108,60,41
7490,45,85,98
7491,59,125,69
7492,59,123,116
7493,25,4,12
7494,13,104,77
7495,86,13,50
7496,42,92,106
7497,118,22,10
7498,80,54,79
7499,9,64,104
7500,89,3,69
7501,104,32,18
7502,13,25,80
7503,104,103,112
7504,56,79,29
7505,8,103,68
7506,39,120,1
7507,41,9,94
7508,11,59,0
7509,111,88,50
7510,48,14,25
7511,34,81,76
7512,30,113,18
7513,44,27,124
7514,122,78,109
7515,24,73,84
7516,19,113,101
7517,26,5,116
7518,3,53,9
7519,16,48,7
7520,30,22,51
7521,119,26,23
7522,0,107,70
7523,74,44,70
7524,4,116,61
7525,10,0,125
7526,88,87,17
7527,60,25,42
7528,125,98,16
7529,124,118,67
7530,16,40,33
7531,75,36,59
7532,120,21,102
7533,96,6,10
7534,82,25,11
7535,32,107,63
7536,1,19,51
7537,63,115,28
7538,9,92,111
7539,117,87,122
7540,47,119,59
7541,61,123,112
7542,94,48,6
7543,90,122,25
7544,115,5,44
7545,46,61,36
7546,121,13,106
7547,126,18,1
7548,101,7,87
7549,124,12,108
7550,14,71,88
7551,81,125,74
7552,33,12,99
7553,81,34,101
7554,58,37,51
7555,119,101,105
7556,99,72,89
7557,40,70,50
7558,11,75,58
7559,9,23,44
7560,76,49,45
7561,1,96,68
7562,18,52,1
7563,92,55,30
7564,39,3,114
7565,52,118,82
7566,61,7,80
7567,29,9,120
7568,60,77,100
7569,57,81,18
7570,38,89,68
7571,33,25,17
7572,4,13,125
7573,69,45,39
7574,56,88,1
7575,97,18,113
7576,70,86,117
7577,22,37,44
7578,46,84,30
7579,36,89,25
7580,55,118,108
7581,116,3,93
7582,96,109,17
7583,120,73,98
7584,63,55,20
7585,67,84,27
7586,125,110,114
7587,115,37,80
7588,83,17,68
7589,76,81,63
7590,67,56,6
7591,117,18,28
7592,97,50,93
7593,11,39,18
7594,89,7,34
7595,43,57,50
7596,119,72,27
7597,51,66,86
7598,125,113,75
7599,70,26,61
7600,121,19,3
7601,3,26,115
7602,74,89,69
7603,43,59,36
7604,125,118,73
7605,117,48,121
7606,21,116,123
7607,103,104,64
7608,111,42,95
7609,57,119,22
7610,57,8,25
7611,63,20,75
7612,47,79,31
7613,11,123,52
7614,71,50,25
7615,106,35,115
7616,73,52,115
7617,107,86,35
7618,31,120,52
7619,25,92,41
7620,25,104,100
7621,83,55,44
7622,24,64,46
7623,57,47,110
7624,122,109,71
7625,9,79,30
7626,7,50,12
7627,2,9,21
7628,62,124,84
7629,104,63,100
7630,79,62,125
7631,98,118,81
7632,75,118,122
7633,37,95,121
7634,55,7,120
7635,12,126,85
7636,0,40,65
7637,8,75,83
7638,35,3,107
7639,13,101,63
7640,7,73,110
7641,24,17,8
7642,93,114,71
7643,42,97,119
7644,109,123,80
7645,119,61,25
7646,106,20,31
7647,25,4,38
7648,24,11,89
7649,101,37,45
7650,66,86,49
7651,113,90,105
7652,27,17,15
7653,87,12,49
7654,53,6,33
7655,40,79,101
7656,99,30,79
7657,5,12,78
7658,44,67,55
7659,11,88,16
7660,105,100,79
7661,88,49,79
7662,102,14,87
7663,3,87,96
7664,0,109,73
7665,100,20,119
7666,35,58,45
7667,111,57,122
7668,69,77,110
7669,87,97,28
7670,41,61,20
7671,111,38,96
7672,82,41,95
7673,99,0,127
7674,9,41,92
7675,114,59,35
7676,112,124,41
7677,10,16,106
7678,29,108,61
7679,114,56,103
7680,102,111,119
7681,66,42,34
7682,61,122,83
7683,51,29,60
7684,118,92,71
7685,98,112,95
7686,58,16,51
7687,19,9,1
7688,36,1,122
7689,108,103,115
7690,26,110,115
7691,91,113,97
7692,66,86,95
7693,70,127,108
7694,64,22,108
7695,0,16,109
7696,21,126,101
7697,112,62,34
7698,119,33,40
7699,26,80,92
7700,10,77,40
7701,11,2,90
7702,47,3,16
7703,20,86,15
7704,63,91,0
7705,24,48,88
7706,77,64,49
7707,39,113,3
7708,118,45,87
7709,72,46,99
7710,52,109,44
7711,42,34,88
7712,91,51,36
7713,125,119,95
7714,82,99,113
7715,48,71,81
7716,51,34,79
7717,49,91,57
7718,77,25,61
7719,65,89,3
7720,49,89,103
7721,66,102,54
7722,118,109,60
7723,72,80,8
7724,42,102,13
7725,121,35,22
7726,56,97,22
7727,44,106,91
7728,19,8,25
7729,13,111,70
7730,66,119,53
7731,54,69,6
7732,87,60,67
7733,55,0,23
7734,98,118,110
7735,108,32,51
7736,55,102,122
7737,25,8,68
7738,14,4,57
7739,117,75,99
7740,29,96,56
7741,57,29,102
7742,36,49,8
7743,96,24,42
7744,43,57,74
7745,54,124,46
7746,66,56,124
7747,48,98,16
7748,96,122,16
7749,89,43,113
7750,7,10,93
7751,116,6,75
7752,98,21,71
7753,66,28,21
7754,58,80,47
7755,58,106,127
7756,22,31,4
7757,33,17,76
7758,16,99,1
7759,10,94,115
7760,58,110,10
7761,58,79,43
7762,105,120,26
7763,87,96,53
7764,72,100,87
7765,87,78,3
7766,115,95,17
7767,102,66,105
7768,24,72,62
7769,55,86,58
7770,46,22,49
7771,24,62,41
7772,59,86,11
7773,59,6,109
7774,94,39,60
7775,50,3,47
7776,97,34,88
7777,101,87,59
7778,59,95,67
7779,125,92,46
7780,95,68,100
7781,40,24,115
7782,59,31,50
7783,9,57,41
7784,95,23,69
7785,109,80,79
7786,106,117,120
7787,42,107,62
7788,19,15,73
7789,104,5,66
7790,125,115,43
7791,23,61,30
7792,57,35,47
7793,70,44,3
7794,91,41,60
7795,67,33,48
7796,57,95,30
7797,48,95,22
7798,97,11,36
7799,74,12,82
7800,81,49,40
7801,68,99,26
7802,34,122,55
7803,57,88,30
7804,76,106,92
7805,119,48,57
7806,76,40,71
7807,105,93,78
7808,37,47,60
7809,77,108,125
7810,14,98,42
7811,49,110,81
7812,90,31,6
7813,92,98,47
7814,94,114,3
7815,24,74,125
7816,22,66,39
7817,57,70,4
7818,98,15,5
7819,26,20,9
7820,8,79,29
7821,71,93,31
7822,10,61,115
7823,40,79,21
7824,58,86,43
7825,43,66,49
7826,39,19,11
7827,81,73,124
7828,88,125,30
7829,116,26,17
7830,14,117,2
7831,42,34,79
7832,94,68,46
7833,37,5,109
7834,23,7,35
7835,112,11,61
7836,76,110,117
7837,49,100,44
7838,56,38,86
7839,58,31,111
7840,71,74,104
7841,120,107,98
7842,60,27,83
7843,92,77,127
7844,19,127,11
7845,95,48,123
7846,116,19,12
7847,55,117,45
7848,116,70,83
7849,88,108,82
7850,108,38,47
7851,83,65,88
7852,22,8,66
7853,18,47,28
7854,44,73,12
7855,127,20,36
7856,50,77,93
7857,75,92,11
7858,88,72,64
7859,97,115,26
7860,120,3,64
7861,117,70,92
7862,26,105,83
7863,88,41,19
7864,30,11,6
7865,20,115,25
